category,path,line,excerpt,classification
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,178,"assert compat_diag[""flowstar_raw_remainder_compat_enabled""] is True",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,182,"assert h5.DEFAULT_OUT_DIR.name == ""flowstar_raw_remainder_compat_h5""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,183,"assert ""h10"" not in str(h5.DEFAULT_OUT_DIR)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,184,assert h5.H_MAX == 0.1,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,185,assert h5.H_MIN == 0.002,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,190,"assert path.exists(), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,193,"assert len(text.splitlines()) > 5, path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,195,"assert len(text.splitlines()) > 10, path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5.py,196,"assert ""\\n"" not in text",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,9,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,28,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,30,"assert result[""prefix_match_count""] == 2",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,31,"assert result[""reason""] == ""h_mismatch""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,43,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,45,"assert crossings[1.5][""t""] == 0.3",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,46,"assert crossings[2.0][""t""] == 0.4",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,57,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,62,"assert ""h10"" not in str(audit.DEFAULT_OUT_DIR)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,63,"assert not (ROOT / ""outputs"" / ""flowstar_raw_remainder_compat_h10_divergence"").exists()",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,64,"assert ""refusing to write h10 outputs"" in SCRIPT.read_text(encoding=""utf-8"")",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,70,"assert path.exists(), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,72,"assert len(lines) > 5, path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,73,"assert all(""\n"" not in line for line in lines), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,77,assert len(text.splitlines()) > 10,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_divergence.py,78,"assert ""\\n"" not in text",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,13,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,39,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,41,"assert explicit.status == ""validated""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,42,assert default.flowstar_normal_stats is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,43,assert explicit.flowstar_normal_stats is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,44,"assert default.flowstar_normal_stats[""right_map_center_mode""] == ""constant""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,45,"assert explicit.flowstar_normal_stats[""right_map_center_mode""] == ""constant""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,46,"assert default.flowstar_normal_stats[""center_x""] == explicit.flowstar_normal_stats[""center_x""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,47,"assert default.flowstar_normal_stats[""center_y""] == explicit.flowstar_normal_stats[""center_y""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,48,"assert default.flowstar_normal_stats[""centered_reset_width_sum""] == explicit.flowstar_normal_stats[""centered_reset_width_sum""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,53,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,55,assert seg.flowstar_normal_stats is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,57,"assert stats[""right_map_center_mode""] == ""range_midpoint""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,58,"assert stats[""reconstruction_polynomial_max_abs_diff""] <= 1e-15",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,59,"assert stats[""reconstruction_remainder_lo_diff""] <= 1e-15",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,60,"assert stats[""reconstruction_remainder_hi_diff""] <= 1e-15",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,61,"assert stats[""inserted_range_midpoint_shift_abs_sum""] > 0.0",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,66,assert seg.flowstar_normal_stats is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,70,"assert abs(stats[f""inserted_range_width_{dim}""] - stats[f""centered_inserted_range_width_{dim}""]) <= 1e-14",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,71,"assert stats[f""centered_scale_{dim}""] <= stats[f""baseline_scale_{dim}""] + 1e-14",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,72,"assert stats[""centered_reset_width_sum""] <= stats[""baseline_reset_width_sum""] + 1e-14",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,77,assert seg.flowstar_normal_state is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,82,"assert reconstructed_dim.contains_interval(endpoint_dim, tol=1e-8)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,94,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,96,assert len(rows) == 2,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,97,"assert all(row[""status""] == ""validated"" for row in rows)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,98,"assert all(abs(float(row[""h_delta""])) <= 1e-15 for row in rows)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,107,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,109,"assert frozen_rows[0][""range_midpoint_validation_failure_recorded""] is True",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,129,"assert row[""missing_flowstar_component_fields""] == centering.UNKNOWN_FLOWSTAR_COMPONENT",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,130,"assert row[""old_right_map_range_width_sum""] == centering.UNKNOWN_FLOWSTAR_COMPONENT",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,131,"assert row[""old_right_map_range_width_sum""] != 0",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,140,assert centering.physical_line_count(path) == parsed,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,141,assert centering.csv_row_count(path) == parsed,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,146,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,148,"assert ""flowstar_raw_remainder_compat_h5_right_map_centering"" in str(centering.DEFAULT_OUT_DIR)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,149,"assert ""flowstar_raw_remainder_compat_h10_right_map_centering"" not in text",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py,150,"assert ""refusing to run h10"" in text",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,9,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,26,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,39,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,41,"assert attr.raw_or_right_map_dominates(right_map_driven) == ""right_map_range""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,57,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,59,"assert row[""right_map_range_width_sum""] == """"",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,60,"assert row[""reset_width_sum""] == """"",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,61,"assert row[""raw_ctrunc_residual_y_hi""] != 0",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,62,"assert ""unknown, not zero"" in row[""notes""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,66,"assert ""h10"" not in str(attr.DEFAULT_OUT_DIR)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,67,"assert not (ROOT / ""outputs"" / ""flowstar_raw_remainder_compat_h10_width_attribution"").exists()",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,68,"assert ""refusing to write h10 outputs"" in SCRIPT.read_text(encoding=""utf-8"")",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,73,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,76,assert csv_rows,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,78,"assert row[""physical_line_count""] == row[""csv_reader_row_count""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,79,"assert row[""physical_line_count""] > 1",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,80,"assert row[""status""] == ""ok""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py,81,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,13,assert attempt_spec is not None and attempt_spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,18,assert step_spec is not None and step_spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,37,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,39,assert seg.next_h == 0.025,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,45,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,47,"assert compat_seg.status == ""failed""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,48,"assert current_diag[""flowstar_raw_remainder_compat_enabled""] is False",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,49,"assert compat_diag[""flowstar_raw_remainder_compat_enabled""] is True",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,53,assert FLOWSTAR_COMPAT_STEP_SHRINK == 0.5,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,54,assert step_policy.flowstar_policy_next_after_failure(0.1) == 0.05,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,55,assert step_policy.flowstar_policy_next_after_failure(0.025) == 0.0125,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,59,assert FLOWSTAR_COMPAT_STEP_GROW == 1.1,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,60,assert abs(step_policy.flowstar_policy_next_after_success(0.0125) - 0.01375) <= 1e-15,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,61,assert step_policy.flowstar_policy_next_after_success(0.1) == 0.1,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,66,"assert path.exists(), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,68,"assert len(text.splitlines()) > 5, path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,69,"assert ""\n"" in text, path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,72,"assert path.exists(), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,74,"assert any(line.startswith(""# "") for line in lines), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,75,"assert any(line.startswith(""## "") for line in lines), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,76,"assert all(""## "" not in line[2:] for line in lines if line.startswith(""# "")), path",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,80,"assert ""h5"" not in str(step_policy.DEFAULT_OUT_DIR)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,81,"assert ""h10"" not in str(step_policy.DEFAULT_OUT_DIR)",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,82,assert step_policy.H_MAX == 0.1,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat_step_policy.py,83,assert step_policy.H_MIN == 0.002,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,16,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,78,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,80,"assert ledger[""multiplication_remainder_y_hi""] == """"",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,81,"assert ledger[""dropped_terms_y_hi""] != 0",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,82,"assert ""flowstar.dropped_terms_y_hi"" in ledger[""missing_fields""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,83,"assert ""unknown, not zero"" in ledger[""notes""]",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,93,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,95,"assert summary[""first_component_explaining_y_hi_delta""] == ""dropped_term_gap""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,96,"assert summary[""cause_classification""] == ""dropped-term range""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,106,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,108,"assert summary[""first_component_explaining_y_hi_delta""] == ""hidden_raw_remainder_gap""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,109,"assert summary[""flowstar_raw_returned_remainder_decomposable_from_exposed_fields""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,143,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,145,assert traced.status == baseline.status,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,146,assert traced.h == baseline.h,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,147,assert _box_tuple(traced.tm) == _box_tuple(baseline.tm),manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,148,assert _box_tuple(traced.final_tm) == _box_tuple(baseline.final_tm),manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,149,assert _box_tuple(traced.reset_tm) == _box_tuple(baseline.reset_tm),manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,171,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,174,"assert ""Flow* Source Inspection"" in report",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_partition_audit.py,175,"assert ""hidden_raw_remainder_gap"" in report",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,12,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,81,"assert full[""source_objects_match""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,82,"assert full[""semantic_comparison_valid""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,83,"assert full[""verdict""] == ""semantic_mismatch""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,84,"assert summary[""first_same_source_divergence""] == ""full_step_tube:semantic_mismatch""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,97,"assert full[""semantic_comparison_valid""] == ""true""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,98,"assert full[""verdict""] == ""same_source_y_hi_divergence""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,99,"assert full[""y_hi_delta""] == 0.20000000000000018",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,100,"assert summary[""first_same_source_divergence""] == ""full_step_tube:same_source_y_hi_divergence""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,113,"assert tau[""semantic_comparison_valid""] == ""unknown""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,114,"assert tau[""verdict""] == ""unknown_missing_fields""",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,115,"assert tau[""torch_noqueue_y_hi""] == """"",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,116,"assert tau[""torch_noqueue_width_sum""] is None",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,117,"assert tau[""torch_noqueue_width_sum""] != 0",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,130,,manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,132,"assert ""Full-step tube comparison semantically valid"" in report",manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,163,,manual_review
assert runtime validation,tests/test_flowstar_same_source_endpoint_tube_compare.py,165,"assert (out_dir / ""same_source_endpoint_tube_report.md"").exists()",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,13,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,42,,manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,44,"assert rows[0][""channel_attribution_valid""] is False",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,45,"assert rows[0][""comparison_kind""] == ""accepted_ordinal_trace_diff_noncausal""",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,54,,manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,56,"assert rows[0][""channel_attribution_valid""] is True",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,57,"assert rows[0][""flowstar_rejection_reason""] == ""target miss""",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,99,,manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,101,"assert rows[0][""channel_attribution_valid""] is True",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,110,,manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,112,"assert rows[0][""right_map_width_ratio_noqueue_over_flowstar""] is None",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,163,,manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,165,"assert (out_dir / ""forced_h_trace_diff.csv"").exists()",manual_review
assert runtime validation,tests/test_flowstar_step_trace_compare_alignment.py,166,"assert (out_dir / ""trace_divergence_report.md"").exists()",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,42,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,79,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,82,"assert [row[""run_id""] for row in rows] == [""flowstar_style_o6_target""]",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,93,assert column in rows[0],manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,96,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,97,"assert ""Did flowstar_style_o6_target reach the requested horizon?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,98,"assert ""min_regular_h_used"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,108,"assert text.startswith(""# Flowstar-Style Rescue Report"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,109,"assert text.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,110,"assert ""## Summary Rows"" in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,118,assert len(rows) >= 6,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,119,"assert {row[""run_id""] for row in rows} >= EXPECTED_RUN_IDS",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,137,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,142,,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,144,"assert ""FLOWSTAR_COMPLETED %d\\n"" in cpp",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,145,"assert ""FLOWSTAR_PLOT oracle_flowstar_o4_t_x t x\\n"" in cpp",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,146,"assert cpp.count(""FLOWSTAR_RUNTIME_S %.17g"") == 1",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,154,assert reader.fieldnames == [,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,168,"assert {row[""order""] for row in rows} >= {""4"", ""6"", ""8""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,169,"assert all(row[""flowstar_status""] != ""skipped"" for row in rows)",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,172,"assert ""Did Flow* actually compile and run?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,173,"assert ""Does Flow* validate the same local box and h_try where PyTorch rejects?"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,174,"assert ""inconclusive"" not in report.split(""## Order Comparison"", 1)[0]",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,184,assert artifact.exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,185,"assert artifact.read_text(encoding=""utf-8"").count(""\n"") >= 1",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,190,"assert text.startswith(""# Flow* Kernel Alignment Notes"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,191,"assert text.count(""\n"") > 80",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,192,"assert ""/srv/local/shengenli/flowstar/flowstar-toolbox/Continuous.cpp:59-78"" in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,193,"assert ""Clean-room target"" in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,194,"assert ""Symbolic_Remainder"" in text",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,214,,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,216,"assert row[""py_segments""] == 2",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,217,"assert row[""last_width_ratio""] == 0.5",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,218,"assert row[""tube_width_ratio""] == 0.5",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,219,assert len(ratio_rows) == 2,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,246,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,248,"assert summary.loc[0, ""segments""] > 0",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,250,"assert ""final_ratio_sum"" in trace.columns",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,252,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,253,"assert ""Most likely missing Flow* mechanism"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,258,"assert text.startswith(""# Flow* Width-Control Source Map"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,259,"assert text.count(""\n"") > 120",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,268,assert needle in text,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,273,"assert text.startswith(""# Flow* Normalized Insertion Source Map"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,274,"assert text.count(""\n"") > 70",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,283,assert needle in text,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,289,"assert text.startswith(""# Flow* Symbolic Remainder Semantics Map"")",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,290,"assert text.count(""\n"") > 100",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,299,assert needle in text,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,319,assert (out_dir / name).exists(),manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,321,"assert summary.loc[0, ""trigger_component""] in {",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,326,"assert str(summary.loc[0, ""pytorch_counts_symbolic_as_ordinary""]).lower() in {""true"", ""1""}",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,328,"assert ""propagated_symbolic"" in set(components[""component""])",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,330,"assert report.count(""\n"") > 10",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,331,"assert ""propagated symbolic width"" in report",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,338,,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,340,"assert [row[""run_id""] for row in summary_rows] == [",manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,344,assert len(comparison_rows) == 2,manual_review
assert runtime validation,tests/test_flowstar_style_rescue_experiment.py,345,"assert [row[""run_id""] for row in comparison_rows] == [",manual_review
